ACCIDENT_NO,Accident_Date_Time,NO_PERSONS_KILLED,Light_Condition_Desc,Light_Condition_Category
T20160017704,2016-08-13 08:30:00,0,Day,Day
T20160017705,2016-07-08 01:00:00,0,Dark Street lights on,Dark Street lights on
T20160017706,2016-11-08 01:30:00,0,Dark Street lights on,Dark Street lights on
T20160017708,2016-08-13 07:50:00,1,Dusk/Dawn,Others
T20160017709,2016-09-08 08:45:00,0,Day,Day
T20160017710,2016-04-08 10:10:00,0,Day,Day
T20160017711,2016-08-13 09:00:00,0,Day,Day
T20160017713,2016-08-13 11:00:00,0,Day,Day
T20160017714,2016-08-13 11:05:00,0,Day,Day
T20160017716,2016-02-08 14:30:00,0,Day,Day
T20160017717,2016-08-13 12:00:00,0,Day,Day
T20160017720,2016-08-13 11:45:00,0,Day,Day
T20160017722,2016-07-31 09:30:00,0,Day,Day
T20160017725,2016-07-26 17:10:00,0,Dusk/Dawn,Others
T20160017726,2016-06-08 12:00:00,0,Day,Day
T20160017727,2016-08-13 15:15:00,0,Day,Day
T20160017728,2016-08-13 15:30:00,0,Day,Day
T20160017731,2016-12-08 14:30:00,0,Day,Day
T20160017737,2016-08-13 18:20:00,0,Dark Street lights on,Dark Street lights on
T20160017739,2016-08-13 18:30:00,0,Dark No street lights,Dark Street no lights
T20160017740,2016-08-13 13:35:00,1,Day,Day
T20160017741,2016-12-08 21:50:00,0,Dark Street lights on,Dark Street lights on
T20160017742,2016-08-13 18:40:00,0,Dark No street lights,Dark Street no lights
T20160017743,2016-08-13 19:07:00,0,Dark Street lights on,Dark Street lights on
T20160017746,2016-08-13 15:25:00,0,Day,Day
T20160017748,2016-08-13 18:15:00,0,Dark Street lights on,Dark Street lights on
T20160017750,2016-08-13 20:55:00,0,Dark Street lights on,Dark Street lights on
T20160017751,2016-11-08 05:40:00,0,Dark Street lights on,Dark Street lights on
T20160017752,2016-08-13 15:07:00,0,Day,Day
T20160017756,2016-08-14 00:25:00,0,Dark Street lights on,Dark Street lights on
T20160017759,2016-08-13 21:52:00,0,Dark Street lights on,Dark Street lights on
T20160017761,2016-08-14 03:45:00,0,Dark Street lights on,Dark Street lights on
T20160017762,2016-02-08 11:00:00,0,Day,Day
T20160017763,2016-04-29 16:50:00,0,Dusk/Dawn,Others
T20160017765,2016-08-13 12:00:00,0,Day,Day
T20160017767,2015-11-09 13:30:00,0,Day,Day
T20160017772,2016-08-08 14:40:00,0,Day,Day
T20160017774,2016-08-14 03:00:00,1,Dark No street lights,Dark Street no lights
T20160017777,2016-08-14 07:34:00,0,Day,Day
T20160017779,2016-08-14 10:27:00,0,Day,Day
T20160017782,2016-08-14 11:20:00,0,Day,Day
T20160017786,2016-08-13 19:49:00,0,Dark Street lights on,Dark Street lights on
T20160017789,2016-08-14 12:17:00,0,Day,Day
T20160017791,2016-08-14 13:07:00,0,Day,Day
T20160017792,2016-08-14 13:13:00,0,Day,Day
T20160017793,2016-08-14 13:25:00,0,Day,Day
T20160017794,2016-08-13 13:35:00,0,Day,Day
T20160017795,2016-08-14 13:15:00,0,Day,Day
T20160017797,2016-08-14 13:58:00,0,Day,Day
T20160017799,2016-10-08 08:00:00,0,Day,Day
T20160017801,2016-08-14 09:30:00,0,Day,Day
T20160017802,2016-08-14 13:00:00,0,Day,Day
T20160017804,2016-08-14 15:30:00,0,Unknown,Others
T20160017805,2016-08-14 14:10:00,0,Day,Day
T20160017806,2016-08-14 14:00:00,0,Day,Day
T20160017808,2016-12-08 23:40:00,0,Dark Street lights on,Dark Street lights on
T20160017810,2016-08-14 17:55:00,0,Dark No street lights,Dark Street no lights
T20160017811,2016-08-14 14:50:00,0,Day,Day
T20160017812,2016-08-14 14:22:00,0,Day,Day
T20160017815,2016-08-14 17:00:00,0,Dusk/Dawn,Others
T20160017816,2016-08-14 19:33:00,0,Dark Street lights on,Dark Street lights on
T20160017820,2016-08-14 23:19:00,0,Dark Street lights on,Dark Street lights on
T20160017822,2016-08-15 01:00:00,0,Dark No street lights,Dark Street no lights
T20160017823,2015-03-14 11:00:00,0,Unknown,Others
T20160017826,2016-08-15 04:50:00,0,Dark Street lights on,Dark Street lights on
T20160017827,2016-08-13 18:30:00,0,Dark Street lights on,Dark Street lights on
T20160017830,2016-08-15 08:20:00,0,Day,Day
T20160017831,2016-08-08 15:10:00,0,Day,Day
T20160017832,2016-12-08 15:10:00,0,Day,Day
T20160017833,2016-08-14 15:15:00,0,Day,Day
T20160017834,2016-08-14 18:30:00,0,Dark No street lights,Dark Street no lights
T20160017835,2016-03-18 00:01:00,0,Dark Street lights unknown,Others
T20160017836,2016-08-13 08:45:00,0,Day,Day
T20160017837,2016-08-15 09:00:00,0,Day,Day
T20160017839,2016-08-15 10:20:00,0,Day,Day
T20160017840,2016-08-15 09:56:00,0,Day,Day
T20160017841,2016-08-14 16:00:00,0,Day,Day
T20160017842,2016-08-15 11:35:00,0,Day,Day
T20160017844,2016-08-15 11:30:00,0,Day,Day
T20160017845,2016-06-17 17:49:00,0,Dark Street lights on,Dark Street lights on
T20160017847,2016-07-24 00:30:00,0,Dark Street lights on,Dark Street lights on
T20160017848,2016-08-13 08:50:00,0,Day,Day
T20160017849,2016-08-14 22:40:00,0,Dark Street lights unknown,Others
T20160017850,2016-04-20 15:10:00,0,Day,Day
T20160017854,2016-08-15 08:35:00,0,Day,Day
T20160017857,2016-08-15 11:15:00,0,Day,Day
T20160017858,2016-01-08 22:00:00,0,Dark No street lights,Dark Street no lights
T20160017862,2016-08-14 13:15:00,0,Day,Day
T20160017863,2016-08-15 10:40:00,0,Day,Day
T20160017864,2016-08-15 14:13:00,0,Day,Day
T20160017865,2016-08-15 12:05:00,0,Day,Day
T20160017866,2016-08-15 12:25:00,0,Day,Day
T20160017867,2016-08-15 12:15:00,0,Day,Day
T20160017870,2016-08-14 19:45:00,0,Dark Street lights on,Dark Street lights on
T20160017872,2016-08-15 15:15:00,0,Day,Day
T20160017873,2016-08-15 15:42:00,0,Day,Day
T20160017874,2016-03-08 07:20:00,0,Dusk/Dawn,Others
T20160017876,2016-08-15 16:10:00,0,Day,Day
T20160017878,2016-08-15 15:35:00,0,Day,Day
T20160017879,2016-08-15 16:00:00,0,Day,Day
T20160017881,2016-07-16 12:40:00,0,Day,Day
T20160017885,2016-10-08 18:00:00,0,Dark Street lights on,Dark Street lights on
T20160017886,2016-08-14 04:50:00,0,Dark Street lights on,Dark Street lights on
T20160017887,2016-08-15 15:50:00,0,Day,Day
T20160017889,2016-08-13 06:25:00,0,Dark Street lights on,Dark Street lights on
T20160017891,2016-12-08 17:10:00,0,Day,Day
T20160017892,2016-08-15 07:15:00,0,Dark Street lights on,Dark Street lights on
T20160017894,2016-08-15 04:30:00,0,Dark No street lights,Dark Street no lights
T20160017899,2016-08-16 02:27:00,0,Dark Street lights on,Dark Street lights on
T20160017902,2016-08-16 00:56:00,0,Dark Street lights on,Dark Street lights on
T20160017904,2016-08-08 17:15:00,0,Day,Day
T20160017905,2016-08-16 06:40:00,0,Dusk/Dawn,Others
T20160017907,2016-08-15 14:17:00,0,Day,Day
T20160017908,2016-08-16 06:40:00,0,Dusk/Dawn,Others
T20160017910,2016-08-15 15:40:00,0,Day,Day
T20160017912,2016-08-15 19:30:00,0,Dark Street lights on,Dark Street lights on
T20160017914,2016-08-16 08:50:00,0,Day,Day
T20160017915,2016-08-16 09:05:00,0,Day,Day
T20160017916,2016-08-16 09:15:00,0,Day,Day
T20160017917,2016-08-16 10:30:00,0,Day,Day
T20160017918,2016-06-08 14:00:00,0,Day,Day
T20160017920,2016-08-15 13:00:00,0,Day,Day
T20160017921,2016-08-16 08:15:00,0,Day,Day
T20160017923,2016-07-27 09:30:00,0,Day,Day
T20160017924,2016-08-16 08:00:00,0,Day,Day
T20160017925,2016-08-13 12:45:00,0,Day,Day
T20160017927,2016-07-18 08:30:00,0,Day,Day
T20160017929,2016-05-08 15:50:00,0,Day,Day
T20160017934,2016-08-16 12:15:00,0,Day,Day
T20160017937,2016-08-16 09:02:00,0,Day,Day
T20160017938,2016-08-16 12:00:00,0,Day,Day
T20160017940,2016-08-16 08:55:00,0,Day,Day
T20160017941,2016-11-08 16:00:00,0,Day,Day
T20160017943,2016-08-16 13:55:00,0,Day,Day
T20160017944,2015-09-13 21:15:00,0,Dark Street lights on,Dark Street lights on
T20160017946,2016-08-15 21:15:00,0,Dark No street lights,Dark Street no lights
T20160017947,2016-08-16 10:30:00,0,Day,Day
T20160017950,2016-08-16 10:15:00,0,Day,Day
T20160017953,2016-08-08 12:35:00,0,Day,Day
T20160017955,2016-02-08 16:45:00,0,Unknown,Others
T20160017958,2016-08-16 17:05:00,0,Dark Street lights on,Dark Street lights on
T20160017959,2016-08-16 17:25:00,0,Day,Day
T20160017961,2016-08-16 15:20:00,0,Day,Day
T20160017962,2016-08-14 14:00:00,0,Day,Day
T20160017963,2016-08-16 17:30:00,0,Dusk/Dawn,Others
T20160017964,2016-08-16 17:45:00,0,Dusk/Dawn,Others
T20160017966,2016-08-16 16:10:00,0,Day,Day
T20160017968,2016-04-06 09:15:00,0,Day,Day
T20160017970,2016-08-16 17:40:00,0,Day,Day
T20160017973,2016-08-13 14:30:00,0,Day,Day
T20160017977,2016-08-15 21:45:00,0,Dark Street lights on,Dark Street lights on
T20160017978,2016-08-16 19:55:00,0,Dark No street lights,Dark Street no lights
T20160017982,2016-08-16 15:58:00,0,Day,Day
T20160017983,2016-08-16 20:30:00,0,Dark No street lights,Dark Street no lights
T20160017984,2016-08-16 18:50:00,0,Dusk/Dawn,Others
T20160017985,2016-08-16 19:15:00,0,Dark Street lights on,Dark Street lights on
T20160017987,2016-07-15 15:38:00,0,Day,Day
T20160017990,2016-08-16 15:25:00,0,Day,Day
T20160017993,2016-08-17 07:00:00,0,Day,Day
T20160017996,2016-06-24 13:30:00,0,Day,Day
T20160017997,2016-08-17 09:00:00,0,Day,Day
T20160017999,2016-08-17 09:10:00,0,Day,Day
T20160018000,2016-08-17 08:00:00,0,Day,Day
T20160018001,2016-08-17 10:13:00,0,Day,Day
T20160018002,2016-08-17 08:25:00,0,Day,Day
T20160018003,2016-12-08 13:00:00,0,Day,Day
T20160018006,2016-08-17 09:30:00,0,Day,Day
T20160018009,2016-08-17 06:40:00,0,Dusk/Dawn,Others
T20160018010,2016-08-17 10:30:00,0,Day,Day
T20160018011,2016-08-17 11:26:00,0,Day,Day
T20160018012,2016-04-06 20:00:00,0,Dark Street lights on,Dark Street lights on
T20160018013,2016-01-08 02:05:00,0,Dark No street lights,Dark Street no lights
T20160018015,2016-08-15 16:07:00,0,Day,Day
T20160018017,2016-08-15 10:15:00,0,Day,Day
T20160018018,2016-08-17 10:15:00,0,Day,Day
T20160018019,2016-08-17 11:15:00,0,Day,Day
T20160018020,2016-08-17 12:40:00,0,Day,Day
T20160018023,2016-08-16 17:36:00,0,Day,Day
T20160018024,2016-08-17 14:00:00,0,Day,Day
T20160018025,2016-08-17 10:55:00,0,Day,Day
T20160018026,2016-08-17 12:30:00,0,Day,Day
T20160018028,2016-08-17 09:08:00,0,Day,Day
T20160018029,2016-08-17 14:15:00,0,Day,Day
T20160018030,2016-05-08 14:30:00,0,Day,Day
T20160018033,2016-08-17 12:40:00,0,Day,Day
T20160018034,2016-08-17 07:50:00,0,Day,Day
T20160018035,2016-08-17 15:30:00,0,Day,Day
T20160018037,2016-08-17 14:56:00,0,Day,Day
T20160018038,2016-08-17 15:50:00,0,Day,Day
T20160018039,2016-08-17 14:50:00,0,Day,Day
T20160018040,2016-05-31 07:45:00,0,Day,Day
T20160018042,2016-08-15 11:00:00,0,Day,Day
T20160018043,2016-08-17 16:30:00,0,Day,Day
T20160018045,2016-08-17 17:00:00,0,Day,Day
T20160018047,2016-12-08 19:15:00,0,Dark Street lights unknown,Others
T20160018049,2016-05-13 19:00:00,0,Unknown,Others
T20160018050,2016-08-17 16:30:00,0,Day,Day
T20160018052,2016-08-17 15:22:00,0,Unknown,Others
T20160018053,2016-08-17 17:05:00,0,Dusk/Dawn,Others
T20160018055,2016-08-14 16:50:00,0,Unknown,Others
T20160018056,2016-08-17 16:30:00,0,Day,Day
T20160018057,2016-08-17 18:30:00,0,Dark Street lights on,Dark Street lights on
T20160018059,2016-08-17 21:25:00,0,Dark Street lights on,Dark Street lights on
T20160018062,2016-08-17 04:50:00,0,Dark Street lights on,Dark Street lights on
T20160018063,2016-08-17 21:50:00,0,Dark Street lights on,Dark Street lights on
T20160018065,2016-08-17 22:50:00,0,Dark No street lights,Dark Street no lights
T20160018067,2016-08-17 06:14:00,0,Dusk/Dawn,Others
T20160018070,2016-08-17 22:30:00,0,Dark No street lights,Dark Street no lights
T20160018072,2016-08-18 04:34:00,0,Dark Street lights on,Dark Street lights on
T20160018073,2016-08-18 06:30:00,0,Dark Street lights on,Dark Street lights on
T20160018075,2016-08-17 17:15:00,0,Day,Day
T20160018077,2016-08-18 07:45:00,0,Day,Day
T20160018081,2016-08-18 09:23:00,0,Day,Day
T20160018083,2016-08-18 04:05:00,0,Unknown,Others
T20160018085,2016-08-18 08:26:00,1,Day,Day
T20160018086,2016-08-18 11:19:00,0,Day,Day
T20160018088,2016-11-06 15:00:00,0,Day,Day
T20160018089,2016-08-17 17:20:00,0,Dusk/Dawn,Others
T20160018093,2016-08-18 12:00:00,0,Day,Day
T20160018094,2016-08-18 13:30:00,0,Day,Day
T20160018095,2016-08-18 11:55:00,0,Day,Day
T20160018097,2016-10-06 10:00:00,0,Day,Day
T20160018098,2016-08-18 11:14:00,0,Day,Day
T20160018099,2016-12-08 16:30:00,0,Day,Day
T20160018100,2016-08-18 13:15:00,0,Day,Day
T20160018101,2016-08-18 08:25:00,0,Day,Day
T20160018102,2016-07-24 03:30:00,0,Dark Street lights on,Dark Street lights on
T20160018107,2016-08-18 13:45:00,0,Day,Day
T20160018108,2016-08-18 07:23:00,0,Day,Day
T20160018110,2016-08-17 21:08:00,0,Dark Street lights on,Dark Street lights on
T20160018111,2016-08-18 11:30:00,0,Day,Day
T20160018114,2016-08-18 15:05:00,0,Day,Day
T20160018116,2016-08-18 15:30:00,0,Day,Day
T20160018117,2016-08-18 15:46:00,0,Day,Day
T20160018118,2016-08-18 14:25:00,0,Day,Day
T20160018119,2016-08-18 17:30:00,0,Dusk/Dawn,Others
T20160018120,2016-08-18 13:40:00,1,Day,Day
T20160018121,2016-08-17 22:35:00,0,Dark Street lights on,Dark Street lights on
T20160018123,2016-09-08 19:12:00,0,Dark Street lights on,Dark Street lights on
T20160018125,2016-08-18 18:11:00,0,Dark Street lights on,Dark Street lights on
T20160018126,2016-08-18 07:40:00,0,Day,Day
T20160018129,2016-08-18 15:45:00,0,Day,Day
T20160018131,2016-08-18 14:37:00,1,Day,Day
T20160018132,2016-08-18 20:01:00,0,Dark Street lights on,Dark Street lights on
T20160018133,2016-08-18 19:30:00,0,Dark Street lights on,Dark Street lights on
T20160018134,2016-08-18 19:05:00,0,Dark Street lights on,Dark Street lights on
T20160018136,2016-08-18 19:43:00,0,Dark Street lights on,Dark Street lights on
T20160018138,2016-08-18 18:25:00,0,Dark Street lights on,Dark Street lights on
T20160018139,2016-08-18 18:45:00,0,Dark No street lights,Dark Street no lights
T20160018140,2016-08-18 06:00:00,0,Dark Street lights on,Dark Street lights on
T20160018149,2016-07-30 14:00:00,0,Day,Day
T20160018150,2016-08-18 14:40:00,0,Day,Day
T20160018151,2016-07-13 16:45:00,0,Day,Day
T20160018152,2016-08-18 17:15:00,0,Day,Day
T20160018155,2016-03-04 16:30:00,0,Day,Day
T20160018157,2016-01-08 23:30:00,0,Dark Street lights on,Dark Street lights on
T20160018158,2016-08-19 10:20:00,0,Day,Day
T20160018160,2016-08-15 09:30:00,0,Day,Day
T20160018161,2016-07-13 07:30:00,0,Day,Day
T20160018163,2016-08-19 07:40:00,0,Day,Day
T20160018165,2016-08-19 10:30:00,0,Day,Day
T20160018168,2016-08-19 07:40:00,0,Day,Day
T20160018169,2016-08-19 11:06:00,0,Day,Day
T20160018171,2016-08-19 12:46:00,0,Day,Day
T20160018172,2016-08-17 16:50:00,0,Day,Day
T20160018176,2016-08-19 12:32:00,0,Day,Day
T20160018177,2016-08-19 09:20:00,0,Day,Day
T20160018178,2016-08-19 09:25:00,2,Day,Day
T20160018181,2016-08-19 14:14:00,0,Day,Day
T20160018182,2016-08-19 15:15:00,0,Day,Day
T20160018183,2016-08-19 15:54:00,0,Day,Day
T20160018185,2016-08-16 20:15:00,0,Dark Street lights on,Dark Street lights on
T20160018186,2016-08-19 17:39:00,0,Day,Day
T20160018188,2016-08-19 16:03:00,0,Day,Day
T20160018190,2016-08-19 13:30:00,0,Day,Day
T20160018193,2016-08-19 18:35:00,0,Dark Street lights on,Dark Street lights on
T20160018194,2016-08-19 18:30:00,0,Dark Street lights on,Dark Street lights on
T20160018195,2016-08-19 16:05:00,0,Day,Day
T20160018196,2016-08-19 15:51:00,0,Day,Day
T20160018198,2016-08-19 18:00:00,0,Dark Street lights on,Dark Street lights on
T20160018199,2016-08-19 18:30:00,0,Dark No street lights,Dark Street no lights
T20160018202,2016-08-19 19:25:00,0,Dark Street lights on,Dark Street lights on
T20160018203,2016-08-19 18:00:00,0,Dark No street lights,Dark Street no lights
T20160018204,2016-08-19 16:05:00,0,Day,Day
T20160018205,2016-07-20 15:30:00,0,Day,Day
T20160018207,2016-08-19 20:10:00,0,Dark Street lights on,Dark Street lights on
T20160018208,2016-08-19 19:55:00,0,Dark Street lights on,Dark Street lights on
T20160018209,2016-08-19 20:00:00,0,Dark No street lights,Dark Street no lights
T20160018211,2016-08-19 22:32:00,0,Dark Street lights on,Dark Street lights on
T20160018215,2016-08-19 23:16:00,0,Dark Street lights on,Dark Street lights on
T20160018219,2016-04-08 19:00:00,0,Dusk/Dawn,Others
T20160018225,2016-08-16 16:35:00,0,Unknown,Others
T20160018227,2016-07-17 11:10:00,0,Day,Day
T20160018229,2016-08-20 01:30:00,0,Dark No street lights,Dark Street no lights
T20160018230,2016-08-20 05:50:00,0,Dark No street lights,Dark Street no lights
T20160018231,2016-07-17 12:00:00,0,Day,Day
T20160018234,2016-08-15 08:50:00,0,Day,Day
T20160018236,2016-08-20 07:40:00,0,Day,Day
T20160018241,2016-08-20 11:52:00,0,Day,Day
T20160018242,2016-08-20 12:40:00,0,Day,Day
T20160018243,2016-08-20 09:55:00,0,Day,Day
T20160018246,2016-08-19 19:30:00,0,Dark No street lights,Dark Street no lights
T20160018247,2016-08-20 12:58:00,0,Day,Day
T20160018248,2016-08-20 13:00:00,0,Day,Day
T20160018249,2016-08-20 13:15:00,0,Day,Day
T20160018250,2016-08-19 12:25:00,0,Day,Day
T20160018251,2016-08-19 21:30:00,0,Dark No street lights,Dark Street no lights
T20160018257,2016-07-15 19:20:00,0,Dark Street lights on,Dark Street lights on
T20160018260,2016-08-20 15:06:00,0,Day,Day
T20160018263,2016-08-20 16:48:00,0,Day,Day
T20160018264,2016-08-20 20:56:00,0,Dark No street lights,Dark Street no lights
T20160018266,2016-08-20 15:25:00,0,Day,Day
T20160018268,2016-08-20 18:40:00,0,Dark Street lights on,Dark Street lights on
T20160018269,2016-08-20 20:46:00,0,Dark No street lights,Dark Street no lights
T20160018270,2016-08-21 00:30:00,0,Dark Street lights on,Dark Street lights on
T20160018273,2016-08-21 00:15:00,0,Dark Street lights on,Dark Street lights on
T20160018274,2016-08-21 02:50:00,0,Dark Street lights on,Dark Street lights on
T20160018275,2016-08-21 00:50:00,0,Dark Street lights on,Dark Street lights on
T20160018277,2016-08-20 23:45:00,0,Dark Street lights on,Dark Street lights on
T20160018280,2016-08-21 03:15:00,0,Dark Street lights on,Dark Street lights on
T20160018282,2015-11-28 05:00:00,0,Dark No street lights,Dark Street no lights
T20160018284,2016-12-08 18:30:00,0,Unknown,Others
T20160018285,2016-08-20 09:00:00,0,Day,Day
T20160018287,2016-08-21 11:30:00,0,Day,Day
T20160018288,2016-08-21 10:03:00,0,Day,Day
T20160018289,2016-08-16 21:00:00,0,Dark No street lights,Dark Street no lights
T20160018295,2016-08-21 12:20:00,0,Day,Day
T20160018296,2016-08-21 11:20:00,0,Day,Day
T20160018297,2016-08-20 15:30:00,0,Day,Day
T20160018298,2016-08-21 12:00:00,0,Day,Day
T20160018299,2016-08-21 06:53:00,0,Dark Street lights on,Dark Street lights on
T20160018300,2016-08-21 11:00:00,0,Day,Day
T20160018301,2016-08-21 12:15:00,0,Day,Day
T20160018302,2016-10-08 21:10:00,0,Dark Street lights on,Dark Street lights on
T20160018303,2016-08-21 07:35:00,0,Day,Day
T20160018305,2016-08-21 15:30:00,0,Day,Day
T20160018306,2016-08-20 18:30:00,0,Dark Street lights on,Dark Street lights on
T20160018307,2016-08-21 11:09:00,0,Day,Day
T20160018308,2016-08-21 10:30:00,1,Day,Day
T20160018310,2016-08-21 14:43:00,0,Day,Day
T20160018312,2016-08-21 13:40:00,0,Day,Day
T20160018313,2016-08-19 12:49:00,0,Day,Day
T20160018314,2016-08-21 17:00:00,0,Dusk/Dawn,Others
T20160018315,2016-08-21 17:55:00,0,Dark Street lights on,Dark Street lights on
T20160018316,2016-08-21 15:30:00,1,Day,Day
T20160018317,2016-08-21 18:00:00,0,Dark Street lights on,Dark Street lights on
T20160018320,2016-08-21 16:59:00,0,Dusk/Dawn,Others
T20160018321,2016-08-21 15:53:00,0,Day,Day
T20160018322,2016-08-21 20:08:00,0,Dark No street lights,Dark Street no lights
T20160018323,2016-08-21 15:43:00,0,Day,Day
T20160018328,2016-08-22 05:15:00,0,Dark No street lights,Dark Street no lights
T20160018329,2016-08-21 20:25:00,0,Dark Street lights on,Dark Street lights on
T20160018331,2016-10-08 20:15:00,0,Dark Street lights unknown,Others
T20160018333,2016-08-21 12:00:00,0,Day,Day
T20160018335,2016-08-22 09:46:00,0,Day,Day
T20160018336,2016-07-13 16:30:00,0,Day,Day
T20160018337,2016-08-22 10:55:00,0,Day,Day
T20160018341,2016-08-22 08:40:00,0,Day,Day
T20160018342,2016-07-28 17:00:00,0,Dusk/Dawn,Others
T20160018345,2016-08-22 07:15:00,0,Day,Day
T20160018346,2016-08-22 08:20:00,0,Day,Day
T20160018350,2016-08-14 18:00:00,0,Unknown,Others
T20160018351,2016-07-30 18:30:00,0,Dark Street lights on,Dark Street lights on
T20160018352,2016-08-22 06:20:00,1,Dark No street lights,Dark Street no lights
T20160018353,2016-08-22 13:30:00,0,Day,Day
T20160018358,2016-08-22 14:13:00,0,Day,Day
T20160018359,2016-08-19 16:20:00,0,Day,Day
T20160018361,2016-08-18 10:45:00,0,Day,Day
T20160018363,2016-08-21 12:40:00,0,Day,Day
T20160018364,2016-08-22 11:45:00,0,Day,Day
T20160018366,2016-08-20 03:56:00,0,Dark Street lights on,Dark Street lights on
T20160018367,2016-08-21 15:50:00,0,Day,Day
T20160018368,2016-08-22 16:20:00,0,Day,Day
T20160018369,2016-04-06 17:30:00,0,Day,Day
T20160018370,2016-08-22 16:05:00,0,Day,Day
T20160018371,2016-08-22 15:00:00,0,Day,Day
T20160018380,2016-08-22 16:50:00,0,Day,Day
T20160018381,2016-08-22 18:40:00,0,Dark Street lights on,Dark Street lights on
T20160018382,2016-08-22 18:47:00,0,Dark Street lights on,Dark Street lights on
T20160018383,2016-08-22 18:30:00,0,Dark Street lights on,Dark Street lights on
