ACCIDENT_NO,Lat,Long,POSTCODE_NO,NODE_ID
T20170009586,-38.05995538,145.3676648,3806,321045.0
T20170009587,-37.7180673,144.95171,3044,42396.0
T20170009588,-38.32028136,141.5468328,3305,289137.0
T20170009589,-37.82396568,145.5339768,3139,321187.0
T20170009591,-37.78745857,144.9213086,3031,471.0
T20170009593,-37.56917643,143.8459107,3350,52930.0
T20170009599,-37.58197569,144.9337792,3064,318237.0
T20170009603,-37.80085285,144.7999495,3030,317427.0
T20170009604,-37.57153875,144.9177946,3064,317991.0
T20170009605,-34.1843662,142.1582679,3500,317584.0
T20170009606,-38.38112006,142.48632,3280,317762.0
T20170009608,-37.82596009,144.89069,3015,317510.0
T20170009611,-38.02259229,145.2039502,3175,43261.0
T20170009613,-38.08050356,145.8295119,3818,317397.0
T20170009614,-37.93158805,145.1879825,3170,318530.0
T20170009618,-37.85581019,144.8921495,3016,317505.0
T20170009620,-37.79850547,145.1427812,3130,318280.0
T20170009622,-38.05352911,145.3013105,3805,317441.0
T20170009623,-37.68635761,145.0289596,3074,337525.0
T20170009625,-37.80391954,144.9834158,3065,318674.0
T20170009626,-37.6897842,144.8937428,3043,317396.0
T20170009627,-38.14533717,145.1201354,3199,36160.0
T20170009628,-37.73737516,144.9630441,3058,861.0
T20170009631,-37.72017442,144.9404017,3044,62462.0
T20170009632,-37.81600966,144.972382,3000,36992.0
T20170009633,-37.45154996,144.7433196,3432,317854.0
T20170009635,-37.78940375,144.9421661,3051,29372.0
T20170009636,-37.88446359,144.9880366,3184,317591.0
T20170009639,-36.79477791,144.2444078,3555,51725.0
T20170009642,-37.86459057,145.0400047,3145,319704.0
T20170009644,-37.52022171,143.8177715,3355,318956.0
T20170009645,-38.25591596,145.0358138,3934,43976.0
T20170009646,-37.76028926,145.3945301,3140,317421.0
T20170009647,-37.71673448,145.0077416,3073,291983.0
T20170009650,-37.90668944,145.14195,3168,29666.0
T20170009654,-37.67111002,144.88385,3049,318906.0
T20170009655,-37.70056005,144.9597295,3060,317420.0
T20170009657,-37.79915466,145.178552,3111,39493.0
T20170009660,-36.13073898,144.7487123,3564,51911.0
T20170009662,-38.22306052,145.1689635,3912,317478.0
T20170009663,-37.7612021,145.1218267,3107,652050.0
T20170009664,-36.91761018,145.2244805,3663,318068.0
T20170009668,-37.66557541,145.016591,3075,37753.0
T20170009671,-37.77123999,147.1122506,3860,317954.0
T20170009673,-37.72471972,144.9224741,3044,41250.0
T20170009674,-37.82775676,144.8175263,3026,317434.0
T20170009678,-38.03578999,145.342933,3806,277614.0
T20170009679,-37.82980326,144.8863489,3015,38705.0
T20170009681,-37.23425252,144.4536811,3444,317499.0
T20170009682,-37.7575274,145.354826,3140,38482.0
T20170009683,-38.25488653,144.5133412,3226,73120.0
T20170009688,-37.7954083,144.954753,3052,317741.0
T20170009689,-37.77941672,145.1392196,3108,38345.0
T20170009693,-37.41637204,144.9791124,3756,45097.0
T20170009694,-38.22418563,144.3465775,3217,358631.0
T20170009696,-37.82968068,144.8347398,3025,66514.0
T20170009697,-37.84349008,145.1995606,3133,317468.0
T20170009699,-37.5989642,145.0819703,3754,299903.0
T20170009700,-37.80223059,145.3120463,3137,253973.0
T20170009701,-34.4924101,142.2068791,3494,318514.0
T20170009702,-38.02682229,145.3103426,3805,36448.0
T20170009703,-37.59057166,143.7990398,3358,319068.0
T20170009706,-37.95442163,141.9569769,3301,317781.0
T20170009707,-37.81918326,144.8904376,3013,66125.0
T20170009708,-38.1441839,145.6572614,3814,318459.0
T20170009710,-37.38892216,144.5958668,3441,15277.0
T20170009711,-37.7997167,144.9575562,3000,36210.0
T20170009714,-37.61305982,144.9359369,3064,317482.0
T20170009716,-37.55266676,143.8064914,3350,322547.0
T20170009717,-37.98262174,145.2455376,3177,331081.0
T20170009718,-37.89834558,145.0553238,3163,358810.0
T20170009719,-38.02865774,144.0522903,3328,319423.0
T20170009720,-37.95429498,145.214621,3175,317786.0
T20170009722,-37.56530163,143.8762818,3350,52896.0
T20170009723,-37.86302153,145.1775534,3133,40833.0
T20170009728,-37.77646913,144.4367089,3340,317485.0
T20170009729,-37.50167,145.13729,3757,319411.0
T20170009734,-37.79252388,144.9453537,3051,317464.0
T20170009735,-37.75943601,145.0670608,3084,319012.0
T20170009737,-37.98115893,145.0639202,3194,101053.0
T20170009738,-38.25495693,145.0359518,3934,358812.0
T20170009740,-37.92992009,145.0812707,3165,318244.0
T20170009741,-37.84118159,144.8709097,3015,66882.0
T20170009742,-37.87166204,145.0350562,3161,597.0
T20170009743,-37.68430545,144.5681911,3337,997.0
T20170009748,-37.65324088,145.0227521,3076,317484.0
T20170009749,-37.82146985,145.0264087,3122,317588.0
T20170009750,-36.36681867,145.4032703,3630,317492.0
T20170009755,-37.5942497,145.3897696,3775,318500.0
T20170009756,-37.7827903,144.747707,3023,317518.0
T20170009757,-37.81214606,144.9665482,3000,317613.0
T20170009760,-37.912637,145.1245037,3168,319076.0
T20170009761,-37.81447553,145.0949126,3127,39198.0
T20170009762,-37.81913756,145.0386205,3122,317522.0
T20170009763,-37.79659639,144.9511968,3051,22.0
T20170009764,-37.86137989,145.2116691,3152,310064.0
T20170009765,-37.833098,144.8051891,3026,359471.0
T20170009766,-37.10205998,143.7391296,3465,319028.0
T20170009772,-38.06177811,145.4553336,3810,25256.0
T20170009773,-37.69172968,144.9583232,3060,222013.0
T20170009774,-38.34099328,143.584472,3250,73514.0
T20170009775,-37.68668238,145.0518653,3083,358811.0
T20170009776,-37.35830121,144.5300222,3442,60482.0
T20170009777,-38.28243629,146.6900504,3873,319561.0
T20170009778,-37.81892905,144.9568932,3000,125035.0
T20170009779,-37.69852282,144.880453,3043,317839.0
T20170009781,-37.84134759,145.2647689,3153,317608.0
T20170009782,-37.77578674,145.4882456,3139,45163.0
T20170009784,-36.38562033,145.4026305,3630,317970.0
T20170009785,-37.83699172,144.8009713,3026,317558.0
T20170009786,-38.05043401,145.2576064,3975,11180.0
T20170009789,-38.13286976,144.3378781,3218,317502.0
T20170009791,-37.39061769,144.8632967,3756,318021.0
T20170009792,-37.73211386,145.0161693,3072,317503.0
T20170009793,-34.19618546,142.0587874,3505,22398.0
T20170009794,-37.83881038,147.5957713,3875,359476.0
T20170009797,-38.28780059,146.3202433,3840,318706.0
T20170009798,-38.21988192,146.4732621,3844,317557.0
T20170009799,-37.82111042,144.989434,3002,317845.0
T20170009800,-37.84810253,145.0031863,3141,37748.0
T20170009802,-37.67428958,145.15738,3089,318339.0
T20170009803,-37.91258051,145.1653592,3170,319059.0
T20170009805,-38.12872046,145.1804779,3200,43420.0
T20170009806,-37.40015019,146.6606907,3858,317788.0
T20170009809,-37.84755994,144.8454795,3025,317511.0
T20170009810,-37.81273597,145.0202591,3122,38868.0
T20170009811,-37.81100495,144.9917555,3121,65771.0
T20170009812,-37.8842006,146.5610002,3858,317760.0
T20170009813,-37.92193438,145.0651434,3165,48018.0
T20170009817,-37.91771888,145.1326209,3168,317556.0
T20170009818,-37.68776246,144.9405618,3047,317514.0
T20170009823,-38.20896068,146.5501082,3844,72872.0
T20170009826,-38.17356346,146.2674367,3825,72480.0
T20170009827,-37.68189574,145.0284505,3074,358633.0
T20170009829,-37.70452078,145.0892529,3088,318691.0
T20170009830,-38.07277689,145.3218088,3805,359474.0
T20170009831,-37.76733887,144.8026911,3022,321655.0
T20170009834,-37.92054943,144.6973605,3030,317775.0
T20170009840,-38.15764921,146.5535943,3844,317536.0
T20170009843,-37.75383928,144.8115495,3021,317982.0
T20170009844,-37.82440881,144.86751,3015,319167.0
T20170009846,-38.16150822,144.4031607,3219,319317.0
T20170009849,-37.99687212,145.2187395,3175,870.0
T20170009851,-37.80583986,144.9980515,3067,317925.0
T20170009852,-38.19109393,144.4720091,3224,320812.0
T20170009854,-37.71299964,144.8594562,3043,317546.0
T20170009857,-37.61760999,148.89137,3889,317532.0
T20170009858,-37.64946021,145.0662648,3082,317888.0
T20170009860,-37.83751952,145.0114194,3142,37779.0
T20170009861,-37.82210793,144.9634818,3006,278643.0
T20170009863,-37.77238003,145.2976903,3136,317655.0
T20170009864,-37.94313974,145.0109164,3188,42064.0
T20170009866,-38.15134815,144.3810964,3219,359473.0
T20170009867,-37.94590753,145.1398405,3171,317657.0
T20170009868,-37.69872962,144.9597395,3060,1336.0
T20170009869,-36.70683732,145.2002104,3608,24304.0
T20170009870,-36.83590267,145.3773157,3665,321046.0
T20170009872,-38.24179055,145.1904207,3912,359475.0
T20170009873,-37.76216554,144.9217556,3039,35704.0
T20170009874,-37.72700541,144.8494738,3033,39933.0
T20170009875,-37.59400729,145.0337268,3750,36072.0
T20170009877,-38.47288232,145.9438626,3953,56218.0
T20170009879,-37.74900984,144.58489,3024,317789.0
T20170009881,-37.81939891,144.9323353,3008,316178.0
T20170009882,-37.82650801,145.0054374,3121,37292.0
T20170009886,-38.15599383,145.1685741,3910,317693.0
T20170009888,-37.76857366,144.7680943,3023,318059.0
T20170009890,-37.64382408,144.9288909,3048,36816.0
T20170009892,-38.11268832,145.1574967,3198,921.0
T20170009893,-37.78569144,144.9950682,3068,317648.0
T20170009895,-37.76019026,144.9261024,3039,317853.0
T20170009896,-38.15091243,145.151225,3199,43517.0
T20170009898,-37.75594424,144.7396897,3023,58046.0
T20170009900,-37.8596985,145.2072044,3152,252479.0
T20170009902,-37.6170196,144.9156496,3064,317654.0
T20170009903,-37.87161891,145.167391,3150,47554.0
T20170009907,-38.0549804,145.339383,3806,319961.0
T20170009909,-38.25759225,145.9506421,3821,320174.0
T20170009910,-37.98648895,145.1082202,3194,318017.0
T20170009911,-37.70697519,144.8678254,3043,12322.0
T20170009912,-37.88656823,144.7659081,3030,317604.0
T20170009913,-36.75841668,144.2680393,3550,35812.0
T20170009916,-37.82280704,144.9891494,3002,38852.0
T20170009918,-37.79058642,144.8637059,3012,38594.0
T20170009919,-38.44349944,145.8300737,3950,320603.0
T20170009920,-37.67767965,144.9888852,3074,317544.0
T20170009921,-37.77647063,144.9290409,3032,45465.0
T20170009922,-37.74991981,144.9768081,3058,317787.0
T20170009928,-37.97192006,145.2107406,3175,317643.0
T20170009930,-38.14496659,144.3532358,3220,1189.0
T20170009934,-37.70655793,144.9607023,3046,821.0
T20170009936,-37.7050191,148.4590594,3888,63523.0
T20170009937,-37.48986957,143.7875924,3352,317647.0
T20170009938,-37.59466001,145.2816904,3761,317688.0
T20170009943,-37.7447422,142.6880075,3379,318866.0
T20170009945,-37.84216942,144.959203,3205,35399.0
T20170009947,-37.8408902,145.0139619,3142,318896.0
T20170009949,-37.88793848,145.2987431,3156,318971.0
T20170009950,-37.45060037,144.5746792,3440,317589.0
T20170009951,-38.07874075,144.3377402,3214,321087.0
T20170009952,-37.79895893,144.9842713,3065,36557.0
T20170009953,-37.88652508,144.750051,3030,48593.0
T20170009954,-37.73217033,144.9495136,3044,317598.0
T20170009955,-37.45461392,144.5926548,3438,317891.0
T20170009956,-37.62814032,145.0279229,3076,317689.0
T20170009957,-37.67842016,145.030174,3074,317691.0
T20170009960,-36.0540116,146.4468734,3685,358632.0
T20170009961,-37.90049245,145.2945816,3156,41967.0
T20170009964,-37.74100627,145.0308542,3072,44511.0
T20170009967,-37.85443981,144.9835383,3181,319681.0
T20170009968,-37.88252112,145.158532,3150,317594.0
T20170009972,-37.63255857,144.3517608,3341,317561.0
T20170009977,-38.16566976,144.2921388,3216,317586.0
T20170009978,-37.74858038,144.9653298,3058,45649.0
T20170009979,-37.82665094,145.2474518,3135,319514.0
T20170009980,-37.82538708,144.8320303,3012,317749.0
T20170009982,-38.0265804,145.1324008,3195,317790.0
T20170009983,-37.78835791,144.9497483,3052,317698.0
T20170009985,-37.79304045,145.0703637,3104,317638.0
T20170009990,-36.75737269,144.2919333,3550,30031.0
T20170009991,-38.00054303,145.1021094,3195,317793.0
T20170009994,-37.88493192,145.005821,3185,669.0
T20170009995,-38.17447228,144.4580568,3224,50131.0
T20170009997,-37.81104541,144.9504321,3003,36819.0
T20170009998,-38.11256277,144.3430584,3214,71600.0
T20170010000,-37.84437925,144.9785133,3004,317600.0
T20170010001,-37.74991131,144.8317069,3021,45697.0
T20170010002,-37.82359876,145.0774917,3126,39143.0
T20170010003,-37.77997179,145.0885601,3104,317710.0
T20170010006,-35.63524998,143.5875782,3579,317601.0
T20170010008,-37.88936515,144.9877232,3184,41101.0
T20170010009,-37.7898468,145.026428,3101,281176.0
T20170010011,-37.78588179,144.9709817,3054,35997.0
T20170010012,-37.7446276,144.9100822,3040,34518.0
T20170010013,-37.67351005,144.5858101,3337,317603.0
T20170010015,-37.98164771,145.2214046,3175,43087.0
T20170010018,-37.4324133,144.5070094,3437,317607.0
T20170010022,-37.73689953,145.2824857,3115,318905.0
T20170010023,-37.72245039,144.7383744,3023,45520.0
T20170010024,-37.76628938,145.6447672,3799,36005.0
T20170010025,-37.57295481,144.9676413,3750,317602.0
T20170010027,-38.23331207,146.4210348,3840,52265.0
T20170010028,-37.9007634,145.1595858,3150,318505.0
T20170010029,-38.04221994,145.2520283,3976,103420.0
T20170010031,-37.84124277,145.1343297,3128,40707.0
T20170010033,-37.80543484,144.9967092,3067,36715.0
T20170010034,-37.68814772,144.5674438,3337,47382.0
T20170010035,-37.81447553,145.0949126,3127,39198.0
T20170010039,-37.76510482,144.991887,3070,37873.0
T20170010041,-37.8518826,145.1323942,3125,40713.0
T20170010044,-37.67146806,144.8528334,3045,319578.0
T20170010046,-37.81872923,144.9511815,3008,317606.0
T20170010047,-37.99028633,145.2763842,3804,296274.0
T20170010048,-37.5410402,143.9481902,3352,317702.0
T20170010049,-37.83072207,144.9000281,3207,319281.0
T20170010050,-37.81720576,145.0272023,3122,29533.0
T20170010051,-37.82321978,147.4910601,3875,323226.0
T20170010052,-37.80716091,144.9917735,3066,36685.0
T20170010053,-37.66651131,145.0278597,3075,358813.0
T20170010054,-37.81710101,145.3167742,3137,66029.0
T20170010055,-37.93620777,145.0585236,3189,320900.0
T20170010056,-37.78332004,145.1242297,3108,281569.0
T20170010057,-37.86448141,144.9847297,3182,319193.0
T20170010058,-37.80480728,144.9902558,3066,36654.0
T20170010060,-37.06562697,144.2167931,3450,44665.0
T20170010063,-36.55609546,145.970741,3672,317799.0
T20170010064,-38.43952199,143.4384368,3249,317745.0
T20170010066,-37.85926744,145.0020505,3183,317758.0
T20170010067,-37.85187815,145.1301926,3125,358814.0
T20170010068,-38.24937989,146.6302098,3844,317703.0
T20170010074,-37.85887287,145.0013894,3181,67571.0
T20170010075,-37.58670663,143.8302242,3356,52998.0
T20170010079,-37.80388038,145.3076231,3137,319463.0
T20170010081,-38.07999371,145.2581301,3975,29761.0
T20170010083,-38.03450777,145.2850918,3976,53817.0
T20170010085,-38.11950532,144.3534645,3214,317172.0
T20170010086,-37.81619743,144.8634136,3013,318128.0
T20170010088,-38.18080073,144.3539576,3216,50178.0
T20170010091,-37.7727037,144.9269057,3032,45433.0
T20170010092,-37.86849046,144.7104345,3029,36905.0
T20170010093,-37.90402858,145.0411315,3204,41364.0
T20170010095,-38.09592713,147.0683786,3850,297188.0
T20170010097,-37.8189577,144.954539,3000,317687.0
T20170010098,-37.77779698,144.9581706,3052,317681.0
T20170010101,-37.79863278,145.084089,3104,29555.0
T20170010104,-38.00879283,145.1165594,3195,317728.0
T20170010105,-37.85827376,144.9698795,3182,575.0
T20170010106,-37.88608974,145.4168173,3793,317729.0
T20170010109,-37.9532906,145.0623639,3192,42269.0
T20170010110,-38.23088113,145.0522995,3931,317686.0
T20170010114,-37.74107155,145.0097516,3072,35664.0
T20170010115,-37.86140969,145.2288577,3152,319429.0
T20170010117,-37.80531212,144.8802718,3012,317855.0
T20170010123,-37.53386686,143.8175667,3355,22509.0
T20170010124,-37.81720576,145.0272023,3122,29533.0
T20170010126,-37.50208031,144.612409,3437,317751.0
T20170010127,-37.99976057,145.2240413,3175,43094.0
T20170010128,-37.83858307,144.9423418,3207,40038.0
T20170010129,-37.59092953,144.9171359,3064,317895.0
T20170010130,-37.96119319,145.2269864,3175,318131.0
T20170010131,-37.77217999,144.9494599,3055,317844.0
T20170010135,-37.75159073,144.8326367,3020,221931.0
T20170010136,-37.82109904,144.955075,3008,35349.0
T20170010137,-37.93371058,145.2411447,3178,317732.0
T20170010138,-38.20072574,144.3114718,3216,50238.0
T20170010139,-37.755255,145.1345251,3106,299371.0
T20170010140,-37.75108694,145.0461084,3081,38135.0
T20170010141,-37.9049554,144.6683642,3030,238657.0
T20170010143,-37.98480886,145.2141035,3175,35619.0
T20170010144,-37.60717321,143.8427399,3356,317833.0
T20170010145,-37.81777691,145.1148621,3127,29561.0
T20170010146,-37.58757763,144.9249321,3064,317734.0
T20170010147,-38.33512122,143.5532599,3250,73478.0
T20170010148,-38.03052021,144.3949818,3212,317697.0
T20170010150,-38.34468898,142.4230898,3282,321188.0
T20170010156,-37.6889589,145.0224802,3074,318410.0
T20170010158,-38.09329019,145.8340451,3818,57824.0
T20170010160,-37.8245226,144.8746396,3013,317708.0
T20170010161,-37.75853447,144.9635886,3056,35947.0
T20170010163,-37.80811455,144.976818,3065,222037.0
T20170010165,-37.40432083,144.585121,3441,318553.0
T20170010168,-37.83646002,145.0424603,3122,317730.0
T20170010169,-37.74584469,144.7415555,3023,293846.0
T20170010170,-37.07129305,143.0886148,3377,317931.0
T20170010171,-37.91706267,145.353837,3160,42000.0
T20170010174,-37.69194682,144.9565199,3046,317738.0
T20170010175,-37.33256971,144.1666669,3460,318602.0
T20170010177,-37.9825953,145.0762115,3194,358815.0
T20170010179,-37.97898012,145.18619,3174,319870.0
T20170010180,-37.96666491,145.194288,3174,70284.0
T20170010182,-37.78159018,144.7547522,3023,317753.0
T20170010183,-36.37759875,145.46419,3631,318805.0
T20170010184,-38.11271087,144.3546311,3214,320096.0
T20170010185,-36.3551116,145.0291507,3620,317706.0
T20170010189,-37.92968526,145.1289114,3168,358636.0
T20170010193,-37.81863934,145.2728833,3136,53282.0
T20170010194,-37.89791242,145.2404387,3180,41882.0
T20170010195,-37.76655949,144.9725922,3057,36027.0
T20170010197,-37.77340045,144.9158941,3032,317746.0
T20170010199,-38.04154669,145.3041938,3805,43629.0
T20170010200,-36.37765132,142.9915787,3480,317834.0
T20170010203,-38.04905418,145.3255287,3806,358817.0
T20170010205,-37.82514695,144.9451962,3008,317896.0
T20170010206,-37.86790998,145.2853096,3155,318027.0
T20170010209,-38.23769024,146.3945919,3840,317920.0
T20170010211,-38.31301968,142.463807,3275,317974.0
T20170010213,-37.72017442,144.9404017,3044,62462.0
T20170010217,-37.67744428,144.0358797,3352,318117.0
T20170010218,-37.75643007,144.8325006,3020,319914.0
T20170010219,-37.72240378,145.0220261,3073,44449.0
T20170010221,-37.80940402,144.97214,3000,36985.0
T20170010225,-37.84674216,145.0459819,3146,319424.0
T20170010226,-37.81646039,144.9334416,3008,318036.0
T20170010228,-37.68590061,145.0197299,3074,318488.0
T20170010230,-37.84144889,144.9774448,3004,318470.0
T20170010231,-37.84103968,145.1343674,3128,318522.0
T20170010234,-37.95302094,145.0140998,3191,317977.0
T20170010236,-37.77446837,145.0522973,3079,317780.0
T20170010238,-37.83116017,144.9162602,3207,317989.0
T20170010239,-38.02671949,145.2567825,3976,46379.0
T20170010240,-37.76542901,145.0462564,3079,38146.0
T20170010241,-38.027558,145.3168603,3805,319971.0
T20170010242,-37.86045011,144.9840919,3182,35497.0
T20170010245,-37.82641178,145.2568478,3135,39713.0
T20170010246,-37.93179708,145.1877564,3170,317897.0
T20170010247,-37.79024054,143.7002033,3351,318163.0
T20170010248,-37.89602497,144.6453442,3030,46771.0
T20170010249,-38.04828754,145.1225107,3196,36231.0
T20170010251,-37.77906526,144.987487,3068,398.0
T20170010252,-38.19810983,144.3419385,3216,317779.0
T20170010253,-37.38616922,144.0052308,3364,60505.0
T20170010254,-37.66782615,144.4228634,3340,317830.0
T20170010256,-37.75240635,145.1743565,3109,427.0
T20170010257,-37.7997167,144.9575562,3000,36210.0
T20170010259,-37.82033,145.2273161,3134,317767.0
T20170010260,-37.97921623,145.1937642,3174,318935.0
T20170010261,-36.76110221,144.2735912,3550,51627.0
T20170010262,-37.54519631,145.0301677,3751,358635.0
T20170010263,-37.84076052,144.9953642,3141,317783.0
T20170010264,-37.74100627,145.0308542,3072,44511.0
T20170010266,-37.79341054,144.8968649,3011,38763.0
T20170010267,-37.69610455,144.9910882,3073,36119.0
T20170010268,-38.26004167,143.9293804,3241,317929.0
T20170010269,-37.9627551,145.2248222,3175,46197.0
T20170010270,-35.32223892,143.5506834,3585,317769.0
T20170010274,-37.86197457,145.067428,3146,40475.0
T20170010276,-38.35977393,146.2463968,3870,337538.0
T20170010277,-37.96519441,145.224325,3175,43095.0
T20170010278,-37.90730597,145.1627158,3150,358816.0
T20170010281,-37.74202723,142.0355705,3300,318260.0
T20170010284,-37.87129974,145.0355252,3161,596.0
T20170010285,-38.00366762,145.2529732,3803,10429.0
T20170010287,-38.11462999,145.9254501,3820,318025.0
T20170010288,-37.84639985,144.9942289,3141,317782.0
T20170010289,-37.65513207,144.952989,3061,13240.0
T20170010290,-37.9807148,145.2012024,3175,70508.0
T20170010292,-37.91247346,145.2524451,3178,41895.0
T20170010293,-38.16188872,144.4046937,3224,30007.0
T20170010294,-36.05116525,145.2038778,3638,358818.0
T20170010295,-37.67585702,144.9284706,3047,317797.0
T20170010297,-38.16718257,144.4226474,3224,317776.0
T20170010298,-37.8115947,145.2141737,3134,320630.0
T20170010302,-36.07661723,144.603792,3564,318455.0
T20170010305,-38.10359819,145.3033803,3977,318203.0
T20170010307,-37.70008145,145.0593174,3083,44600.0
T20170010308,-37.81191947,144.8666349,3012,317942.0
T20170010315,-37.80683039,144.9733736,3053,317924.0
T20170010316,-37.91352145,145.2723107,3156,309260.0
T20170010319,-37.88727779,145.1104511,3149,191453.0
T20170010321,-38.02810049,145.2672799,3976,318259.0
T20170010322,-37.9313584,145.2408935,3178,328962.0
T20170010323,-37.79715948,144.9675577,3053,109.0
T20170010324,-37.74180981,144.7819191,3021,318867.0
T20170010325,-38.19624149,146.0691394,3823,317784.0
T20170010326,-37.70263022,144.7645078,3037,317791.0
T20170010327,-37.89285467,145.0882477,3145,57552.0
T20170010328,-36.32620887,145.3967509,3631,50950.0
T20170010330,-36.74691865,144.2581089,3550,51561.0
T20170010331,-37.60434463,145.6289796,3778,317944.0
T20170010333,-37.67148985,145.1931902,3096,317796.0
T20170010336,-36.70515514,144.3161584,3551,51916.0
T20170010338,-37.82184704,144.9521898,3008,46621.0
T20170010339,-37.86535196,144.8386496,3018,317794.0
T20170010340,-38.11406973,145.3281178,3978,317840.0
T20170010341,-37.83800552,145.0077252,3142,37760.0
T20170010342,-36.773124,144.2601443,3555,59798.0
T20170010344,-37.5464564,143.7374477,3352,287872.0
T20170010345,-36.90523914,145.9297816,3669,317971.0
T20170010346,-37.98217377,145.071351,3194,35605.0
T20170010347,-37.76996346,144.7946066,3023,358640.0
T20170010348,-37.86205547,145.0258709,3143,317843.0
T20170010355,-37.78339885,145.0173837,3078,38051.0
T20170010357,-38.06735829,145.2935388,3805,321490.0
T20170010358,-37.58900684,143.8428973,3356,49245.0
T20170010359,-35.2505375,143.4540784,3589,320780.0
T20170010360,-37.69342737,144.9978329,3074,45749.0
T20170010362,-35.99792665,141.59281,3418,317945.0
T20170010365,-38.27563015,145.0329274,3934,317937.0
T20170010366,-38.18719842,145.2380214,3912,35654.0
T20170010367,-37.80095371,145.1559495,3130,318571.0
T20170010368,-37.93047835,145.0570629,3165,42239.0
T20170010369,-38.03292003,145.2472991,3976,325381.0
T20170010370,-38.17093503,144.3669974,3220,50106.0
T20170010372,-36.39296016,145.4060112,3630,317836.0
T20170010373,-38.04639176,143.9814272,3321,318795.0
T20170010374,-37.77714597,144.8287061,3020,29816.0
T20170010378,-37.73966626,145.0037478,3072,320449.0
T20170010381,-37.80927688,144.9493903,3003,36815.0
T20170010383,-37.65047968,144.8963773,3059,317802.0
T20170010391,-37.70344915,145.0560387,3083,319799.0
T20170010392,-37.81234033,145.1694699,3131,317996.0
T20170010393,-37.7561348,145.1091327,3107,38288.0
T20170010396,-36.44631032,144.6402007,3558,317880.0
T20170010399,-37.80514744,144.949344,3003,36123.0
T20170010400,-37.88689946,145.021969,3162,41275.0
T20170010403,-37.8155589,145.1038502,3127,318523.0
T20170010404,-37.76696098,145.1987678,3111,359478.0
T20170010405,-37.98526319,145.3115002,3804,36389.0
T20170010408,-37.98217377,145.071351,3194,35605.0
T20170010409,-37.93643956,145.0613376,3165,42260.0
T20170010410,-37.86997969,145.0180874,3161,318098.0
T20170010411,-35.92453951,144.4166168,3566,320404.0
T20170010412,-37.10218071,146.4752985,3723,317935.0
T20170010413,-37.88279004,145.232886,3152,317846.0
T20170010417,-38.0478744,145.2558635,3975,322507.0
T20170010422,-37.74520037,144.9446734,3044,318020.0
T20170010426,-37.29273027,144.95255,3764,318282.0
T20170010429,-38.15500597,145.9213455,3820,317849.0
T20170010431,-38.11202032,144.3539495,3214,317995.0
T20170010432,-37.52596918,145.8734876,3779,358639.0
T20170010435,-38.02606644,145.3066842,3805,43631.0
T20170010436,-37.87351164,145.1106792,3148,40655.0
T20170010438,-38.16657723,144.3403804,3216,317824.0
T20170010440,-37.78392948,144.9774254,3054,317847.0
T20170010442,-38.37660202,145.1489654,3927,73686.0
T20170010443,-37.81316686,144.9514354,3000,65851.0
T20170010444,-38.48254531,145.9786598,3953,319270.0
T20170010447,-38.33809119,144.9700407,3936,319024.0
T20170010455,-37.93439773,145.0466405,3204,318822.0
T20170010457,-36.49552186,146.1206047,3673,309207.0
T20170010458,-37.68643395,145.0074246,3074,358637.0
T20170010460,-37.74261004,144.92017,3040,318463.0
T20170010462,-38.15334962,145.1501937,3199,72081.0
T20170010464,-38.07468027,145.5716421,3812,317994.0
T20170010467,-37.83371927,144.9580979,3205,363.0
T20170010470,-37.92545195,145.1572283,3170,42515.0
T20170010471,-37.98137034,145.0186389,3193,317892.0
T20170010474,-38.00596756,145.8084524,3816,318080.0
T20170010476,-37.82542802,144.9692916,3006,66341.0
T20170010478,-37.70992404,144.9123727,3046,318337.0
T20170010482,-37.28367504,142.9315974,3377,60363.0
T20170010485,-37.88522008,145.1318951,3149,41725.0
T20170010488,-38.11303495,145.2827853,3977,29766.0
T20170010490,-36.55742595,146.7182737,3737,317984.0
T20170010491,-38.20072574,144.3114718,3216,50238.0
T20170010492,-37.93906818,145.0389639,3189,358820.0
T20170010493,-37.00036038,146.9908385,3737,319754.0
T20170010496,-37.98032171,145.1654238,3173,320675.0
T20170010497,-38.3913287,143.8027786,3242,318040.0
T20170010498,-37.81656445,144.962862,3000,125803.0
T20170010500,-37.7693459,144.9990195,3070,37954.0
T20170010501,-37.82273005,144.811041,3026,358642.0
T20170010502,-37.83906609,144.9634893,3205,319722.0
T20170010504,-36.23759241,147.0782916,3695,321861.0
T20170010505,-38.15747049,145.5139999,3981,318517.0
T20170010507,-37.78688898,145.3799372,3796,128.0
T20170010508,-38.12829892,144.3567712,3214,318311.0
T20170010511,-37.88689946,145.021969,3162,41275.0
T20170010512,-37.99536952,145.1437961,3173,319196.0
T20170010513,-37.80404953,145.1892539,3111,39539.0
T20170010515,-37.85914773,145.2090444,3152,287149.0
T20170010516,-36.04470073,146.4541499,3685,318164.0
T20170010518,-38.29990792,145.18338,3915,320044.0
T20170010519,-35.33522322,143.5569636,3585,50480.0
T20170010522,-37.83246773,144.9537022,3205,358643.0
T20170010523,-37.82331625,144.9701276,3004,29387.0
T20170010525,-37.80705129,144.976993,3065,321344.0
T20170010526,-37.77230998,144.8862098,3032,317923.0
T20170010529,-37.69958956,145.02542,3073,317927.0
T20170010530,-36.60482027,144.5360137,3557,303953.0
